compound,solvent,lambda_max,source
c1nc2c(cc1)c(N=Nc3nc4c(ccc5c4cccc5)s3)ccc2O,CCO,564.0,photoswitch
O=C1c2c3c(c(N=Nc4c(ccc(c4)[N+]([O-])=O)N)cc2)cccc3C(=O)N1CCCCCCCCCC,CCO,420.0,photoswitch
c1cc(ccc1N(CC)CC)N=Nc2ccc(OC)cc2,CCO,414.0,photoswitch
c1(cccc(F)c1N=Nc2c(n(nc2C)C)C)F,CC#N,328.0,photoswitch
c1c(c2nc(N=Nc3c4cccnc4c(cc3)O)sc2cc1Cl)Cl,CCO,546.0,photoswitch
c1cc(ccc1C)N=Nc2c(noc2C)C,CC#N,323.0,photoswitch
c1cc(ccc1Cl)N=Nc2c(cc(cc2)N(CCC#N)CCO)C,CCO,413.0,photoswitch
c1cc(ccc1N=NC(C(C)=O)C(=O)c2ccccc2)S(=O)(=O)N,CCO,360.0,photoswitch
c1cc(ccc1N(CC)C)N=Nc2ccccc2,CCO,411.0,photoswitch
c1(c(c(C)[nH]n1)N=Nc2c(ccc(c2)Cl)Cl)C,CC#N,346.0,photoswitch
C1CCc2cc(cc3CCCN1c23)N=Nc4ccc(cc4)O,CCO,449.0,photoswitch
c1cc(ccc1N)N=Nc2ccccc2,CCO,389.0,photoswitch
Fc1ccc(c(c1)N=Nc2c(C)n[nH]c2C)F,CC#N,343.0,photoswitch
COc1cc(c(cc1)N=Nc2c(F)cc(OC)cc2)F,CC#N,359.0,photoswitch
c1cc(ccc1C)N=Nc2cc3CCCN(CCC#N)c3cc2,CCO,410.0,photoswitch
c1(ccccc1N=Nc2c(C)[nH]nc2C)Br,CC#N,340.0,photoswitch
CCN(CC)c1ccc(c(O)c1)N=Nc2scc(C)n2,CCO,504.0,photoswitch
O=C1c2c3c(c(N=Nc4c5c(ccc4N)cccc5)cc2)cccc3C(=O)N1CCCCCCCCCC,CCO,546.0,photoswitch
c1cc(ccc1N(C)C)N=Nc2c(OC)cccc2,CCO,413.0,photoswitch
c1(Cl)cccc(Cl)c1N=Nc2c(onc2C)C,CC#N,297.0,photoswitch
C(Cl)CN(CCCl)c1ccc(cc1)N=Nc2ccccc2,CCO,397.0,photoswitch
FC(F)(F)c1c(ccc(c1)[N+]([O-])=O)N=Nc2cc(C#N)c(NCCOS(=O)(=O)C)s2,CCO,604.0,photoswitch
c1c2CCCN3CCCc(cc1N=Nc4ccccc4)c23,CCO,442.0,photoswitch
FC(F)(F)c1ccc(c(c1))N=Nc2sc(c(C(OCC)=O)c2-c3ccccc3)NCCBr,CCO,462.0,photoswitch
n1c(csc1N=Nc2c3ccccc3ccc2O)C,CCO,491.0,photoswitch
c1ccccc1-c2c(c(NCCBr)sc2N=Nc3c(cc(S(=O)(=O)C)cc3Cl))C(OCC)=O,CCO,495.0,photoswitch
c1ccccc1N=Nc2n(c(cc2C)C)C,CC#N,394.0,photoswitch
c1ccccc1N=Nc2ccn(C)n2,CC#N,320.0,photoswitch
C1(=C(N(C(C(=C1C)C#N)=O)CC)NCCCOC)N=Nc2c(cc(cc2))[N+]([O-])=O,CCO,445.0,photoswitch
c1(F)cc(cc(F)c1N=Nc2ccc(cc2)OC)OC,CC#N,350.0,photoswitch
c1cc(ccc1N=Nc2c(cc(OC)cc2)N3CCCCC3)OC,CC#N,341.0,photoswitch
c1cc(ccc1OCC)N=Nc2ccc(cc2)NCCO,CCO,398.0,photoswitch
c1cc(ccc1N=Nc2cc(Cl)ccc2)O,CCO,357.0,photoswitch
Fc1cc(cc(F)c1N=Nc2ccccc2)C(=O)OCC,CC#N,316.0,photoswitch
FC(F)(F)c1c(cccc1)N=Nc2ccc(cc2C)N(CCO)CCO,CCO,454.0,photoswitch
FC(F)(F)c1cc(c(c([N+]([O-])=O)c1)N=Nc2sc(c(c2-c3ccccc3)C(OCC)=O)NCCBr),CCO,492.0,photoswitch
c1cc(ccc1N=Nc2ccc(OC)cc2)N(C)C,CCO,405.0,photoswitch
FC(F)(F)c1ccc(cc1)N=Nc2sccc2,CC#N,357.0,photoswitch
c1cc(ccc1I)N=Nc2ccc(cc2)N(CCO)CCO,CCO,424.0,photoswitch
c1ccc(c(C#N)c1)N=Nc2ccc(cc2C)N(CCO)CCC#N,CCO,438.0,photoswitch
CN(C)c1ccccc1N=Nc2nccs2,CC#N,525.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2)N(C)C)NC(=O)C,CCO,431.0,photoswitch
O=S(=O)(C)OCCNc1c(C#N)cc(N=Nc2c([N+]([O-])=O)cc(cc2Br)[N+]([O-])=O)s1,CCO,591.0,photoswitch
C(CO)N(CCO)c1ccc(N=Nc2ccc(cc2)OC)c(c1)C,CCO,414.0,photoswitch
c1cc(ccc1OC)N=Nc2ccc(O)cc2O,CCO,388.0,photoswitch
c1ccccc1-c2cc(N3CC3)sc2N=Nc4c(cc([N+]([O-])=O)cc4[N+](=O)[O-])Br,CCO,585.0,photoswitch
c1cc(ccc1F)N=Nc2ccc(NCCC#N)cc2C,CCO,398.0,photoswitch
c1c(F)c(c(cc1)F)N=Nc2c(C)onc2C,CC#N,309.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2C)N(CCO)CCO)C,CCO,416.0,photoswitch
c1cc(N=Nc2ccccc2Cl)c(cc1N(CCO)CCC#N)C,CCO,412.0,photoswitch
c1ccccc1N=Nc2c(C)cn(C)n2,CC#N,325.0,photoswitch
c1cc(ccc1)N=Nc2ccc(cc2)N(CCC#N)CCO,CCO,397.0,photoswitch
c1cc(ccc1)N=Nc2ccc(cc2)N(CCO)CCO,CCO,407.0,photoswitch
Clc1cccc(Cl)c1N=Nc2c(nn(c2C)C)C,CC#N,328.0,photoswitch
CC(C)(C)c1ccc(c(c1)N=Nc2nnc(s2)C)O,CCO,430.0,photoswitch
c1cc(ccc1N=NC=2C(N(C)C(N(C)C=2N)=O)=O)C,CCO,364.0,photoswitch
C1CCc2cc(cc3CCCN1c23)N=Nc4ccc(cc4)Cl,CCO,461.0,photoswitch
c1cc(ccc1N=Nc2cc3CCCN4CCCc(c2)c34)C,CCO,446.0,photoswitch
Fc1cccc(c1)N=Nc2c(C)n[nH]c2C,CC#N,334.0,photoswitch
FC(F)(F)c1cc(ccc1N=Nc2sc(N3CC3)c(c2-c4ccccc4)C(OCC)=O)[N+]([O-])=O,CCO,536.0,photoswitch
N(CCCOC)C1=C(C(=C(C#N)C(N1CC)=O)C)N=Nc2c(c(ccc2)C)C,CCO,399.0,photoswitch
O=S(=O)(OCCNc1c(c(c(N=Nc2c(C#N)cc([N+](=O)[O-])cc2Br)s1)C)C#N)C,CCO,584.0,photoswitch
O=S(=O)(OCCNc1c(cc(N=Nc2c(cc(cc2C#N)[N+](=O)[O-]))s1)C#N)C,CCO,592.0,photoswitch
C1CCc2cc(cc3CCCN1c23)N=Nc4ccc(cc4)F,CCO,450.0,photoswitch
c1ccccc1N=Nc2sccc2,CC#N,359.0,photoswitch
c1(c(cccc1)F)N=Nc2c(cccc2)F,CC#N,325.0,photoswitch
c1c(cc(cc1)N=Nc2c(noc2C)C)N,CC#N,315.0,photoswitch
c1ccccc1-c2c(c(NCCBr)sc2N=Nc3c(cc(cc3)[N+]([O-])=O)C#N)C(OCC)=O,CCO,548.0,photoswitch
c1cc(ccc1C#N)N=Nc2cc3CCCN(CCC#N)c3cc2,CCO,450.0,photoswitch
c1cc(ccc1)N=Nc2nn(cn2)C,CC#N,310.0,photoswitch
c1ccccc1N=Nc2n(C)cnc2,CC#N,362.0,photoswitch
C1CCN(C1)c2c(cccc2)N=Nc3c(C)n(nc3C)C,CS(=O)C,322.0,photoswitch
c1cc(ccc1N=Nc2ccccc2)N(C)C,CCO,408.0,photoswitch
c1ccccc1N=Nc2ccc(N(C)C)cc2C,CCO,460.0,photoswitch
c1cc(ccc1C(=O)C)N=Nc2ccc(cc2)N(CCO)CCO,CCO,448.0,photoswitch
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1ccc(cc1)N=Nc2ccc(cc2)N(CC)CC,CCO,444.0,photoswitch
c1ccc2c(c(N=Nc3c4ccccc4ccc3O)ccc2)n1,CCO,502.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2C)N(C)C)N,CCO,409.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2)N(CCCl)CCCl)Cl,CCO,405.0,photoswitch
FC(F)(F)c1ccc(cc1)N=Nc2ccc(cc2)N(C)C,CCO,427.0,photoswitch
C1CCc2cc(cc3CCCN1c23)N=Nc4ccc(cc4)OC,CCO,452.0,photoswitch
c1(cccc([N+]([O-])=O)c1)Cc2cnc(N=Nc3c4ccccc4ccc3O)s2,CCO,491.0,photoswitch
c1cc(ccc1-n2nc(c(N=Nc3c(O)n(nc3C)-c4ccc(c(Cl)c4Cl)S(=O)(=O)O)c2O)C)S(=O)(=O)O,CCO,440.0,photoswitch
c1cc(ccc1)N=Nc2cc(n(C)c2C)C,CC#N,363.0,photoswitch
CCN(CC)c1ccc(cc1)N=Nc2ccc(C#N)cc2C#N,CCO,514.0,photoswitch
CN(C)CCCNc1c(C(OCC)=O)nc(s1)N=Nc2nc(C(=O)OCC)cs2,CCO,536.0,photoswitch
c1cc(ccc1N(CC)CC)N=Nc2ccc(cc2)C(C)=O,CCO,462.0,photoswitch
O=C1c2c3c(c(N=Nc4c5c(cc(c4O)O)cccc5)cc2)cccc3C(=O)N1CCCCCCCCCC,CCO,510.0,photoswitch
FC(F)(F)c1cc(ccc1)N=Nc2c(C)cc(cc2)N(CCC#N)CCO,CCO,418.0,photoswitch
c1(cc(ccc1N=Nc2cc(C)ccc2)NCCC#N)C,CCO,400.0,photoswitch
Clc1cc(cc(Cl)c1N=Nc2c(Cl)cccc2Cl)N(C)C,CS(=O)C,400.0,photoswitch
c1c([N+]([O-])=O)cc(OC)c(c1)N=NC=2C(=C(C(=O)N(CC)C=2O)C#N)C,CCO,452.0,photoswitch
c1cc(ccc1)-c2c(sc(N3CC3)c2C(=O)OCC)N=Nc4c([N+](=O)[O-])cc(cc4Br)[N+]([O-])=O,CCO,586.0,photoswitch
FC(F)(F)c1ccc(cc1)N=Nc2cc3c4N(CCc4c2)CCC3,CCO,461.0,photoswitch
O=S(=O)(C)OCCNc1c(C#N)cc(N=Nc2c(cc(cc2Cl)[N+](=O)[O-]))s1,CCO,606.0,photoswitch
c1(ccc(c(c1)OC)N=Nc2c(cc(cc2)NC(=O)C)OC)NC(=O)C,CS(=O)C,338.0,photoswitch
c1cc(ccc1O)N=Nc2ccc(cc2)NC(=O)C,CCO,368.0,photoswitch
c1(c(N=Nc2cc(F)ccc2F)c(C)on1)C,CC#N,328.0,photoswitch
N(=Nc1scnn1)c2c3ccccc3ccc2O,CCO,477.0,photoswitch
N(c1ccccc1OC)=Nc2c(C)[nH]nc2C,CC#N,350.0,photoswitch
c1cc(ccc1N=Nc2cccc(Br)c2)N(C)C,CCO,421.0,photoswitch
c1cc(ccc1N=Nc2cc3c4N(CC3)CCCc4c2)C,CCO,422.0,photoswitch
c1cc(ccc1[N+](=O)[O-])N=Nc2ccc(cc2)N(CC)CCOC(=O)CCOCCNc3ccccc3,CCO,473.0,photoswitch
c1ccccc1-c2c(sc(c2)NCCBr)N=Nc3c(cc([N+]([O-])=O)cc3[N+](=O)[O-])Br,CCO,567.0,photoswitch
c1(c(F)c(c(c(F)c1N=Nc2ccc(cc2)N(C)C)F)NCCN)F,CCO,425.0,photoswitch
c1cc(ccc1N(CC)CC)N=Nc2ccccc2,CCO,416.0,photoswitch
c1ccccc1N=Nc2ccc(c(C)c2)O,CCO,354.0,photoswitch
c1ccccc1-c2c(c(NCCBr)sc2N=Nc3c(Cl)cc(cc3)[N+](=O)[O-])C(OCC)=O,CCO,524.0,photoswitch
C(C)N(CC)c1ccc(cc1)N=Nc2ccc(cc2)C(=O)C,CCO,462.0,photoswitch
c1cc(ccc1N=Nc2c(F)c(F)c3Sc4c(Nc3c2F)cccc4)N(C)C,CCO,477.0,photoswitch
CCN(CC)c1cc(c(N=Nc2cc(C(OC)=O)c(cc2C(OC)=O)[N+](=O)[O-])cc1)NC(C)=O,CCO,528.0,photoswitch
FC(F)(F)c1c(cccc1)N=Nc2c([nH]nc2C)C,CC#N,335.0,photoswitch
c1ccccc1N=Nc2c(C(C)C)ccnc2,Cc1ccccc1,323.0,photoswitch
c1cc(ccc1N=Nc2cc(Cl)ccc2)N(CCCl)CCCl,CCO,406.0,photoswitch
c1ccccc1-c2c(c(NCCBr)sc2N=Nc3c(cc(cc3)[N+]([O-])=O))C(OCC)=O,CCO,502.0,photoswitch
c1(cc(N(CCO)CCC#N)ccc1N=Nc2cccc(F)c2)C,CCO,415.0,photoswitch
c1c(cccc1Cl)N=Nc2c(C)n[nH]c2C,CC#N,336.0,photoswitch
FC(F)(F)c1ccc(cc1)N=Nc2c(noc2C)C,CC#N,312.0,photoswitch
c1ccccc1N=Nc2c(n[nH]c2C)C,CC#N,330.0,photoswitch
c1cnc(N=Nc2ccccc2NC)s1,CC#N,508.0,photoswitch
c1ccccc1-c2c(sc(N3CC3)c2)N=Nc4c(cc(cc4)[N+]([O-])=O)C#N,CCO,588.0,photoswitch
c1cc(ccc1)N=Nc2c(OC)cc(OC)cc2,CCO,362.0,photoswitch
c1cc(ccc1Cl)N=Nc2ccc(NCCC#N)cc2C,CCO,404.0,photoswitch
c1cc(ccc1N=Nc2c(Cl)ccc(c2)Br)O,CCO,370.0,photoswitch
c1cnc(N=Nc2ccccc2N)s1,CC#N,482.0,photoswitch
c1(scc(C)n1)N=NC=2C(=C(C(=O)N(CC)C=2O)C#N)C,CCO,466.0,photoswitch
c1(ccccc1N=Nc2ccc(cc2C)N(CCO)CCC#N)C,CCO,405.0,photoswitch
c1cc(ccc1)-c2c(sc(N3CC3)c2C(OCC)=O)N=Nc4c(cc(cc4)[N+]([O-])=O)C#N,CCO,576.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2)N(C)C)N(C)C,CO,457.0,photoswitch
c1cc(ccc1N=Nc2ccc([N+](=O)[O-])cc2)N(C)C,CCO,478.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2)C(=O)NCC(=O)O)N(CCO)CCO,CCO,431.0,photoswitch
O(C)c1cc(c(cc1)OC)N=Nc2cc(OC)ccc2OC,CCO,411.0,photoswitch
c1cc(N=Nc2ccccc2OC)c(cc1N(CCO)CCC#N)C,CCO,409.0,photoswitch
CC(C)(C)c1ccc(cc1)N=NC2=CN(CCC)C(=O)NC2=O,Cc1ccccc1,375.0,photoswitch
c1cc(ccc1)-c2c(sc(N3CC3)c2C(OCC)=O)N=Nc4ccc(cc4)C#N,CCO,485.0,photoswitch
c1cc(ccc1N(C)C)N=Nc2ccc(cc2)F,CCO,407.0,photoswitch
ClCCN(CCCl)c1ccc(cc1)N=Nc2c(OC)cccc2,CCO,405.0,photoswitch
c1(cc(ccc1N=Nc2cccc(F)c2)NCCC#N)C,CCO,406.0,photoswitch
c1cc(ccc1N=Nc2c(n[nH]c2C)C)OC,CC#N,342.0,photoswitch
c1cc(ccc1)N=NC2=C(N(C)C(N(C)C2=O)=O)N,CCO,361.0,photoswitch
c1cc(ccc1Cl)N=Nc2ccc(O)cc2O,CCO,387.0,photoswitch
c1cc(ccc1N=Nc2c(noc2C)C)Cl,CC#N,323.0,photoswitch
CCN(CC)OOSc1cc(N=NC2=C(O)N(C(=O)C(C#N)=C2C)CC)c(cc1)OC,CCO,440.0,photoswitch
CCN(CC)c1c(N=Nc2c(N(CC)CC)cc(cc2)NC(CCl)=O)ccc(NC(CCl)=O)c1,O,488.0,photoswitch
c1ccccc1-c2noc(-c3ccccc3)c2N=Nc4c(N5CCCC5)cccc4,CS(=O)C,332.0,photoswitch
c1(F)cccc(F)c1N=Nc2cn(nc2)C,CS(=O)C,316.0,photoswitch
c1(c(OC)ccc(c1)C)N=NC=2C(=C(C(=O)N(CC)C=2O)C#N)C,CCO,459.0,photoswitch
c1ccccc1N=Nc2c(C)nn(c2C)C,CC#N,335.0,photoswitch
O=C(O)c1cccc(c1)N=Nc2c(C)n[nH]c2C,CC#N,332.0,photoswitch
c1cc(c(cc1Br))N=Nc2sc(c(C(OCC)=O)c2-c3ccccc3)NCCBr,CCO,459.0,photoswitch
c1cc(ccc1N(CC)CCC#N)N=Nc2c(Cl)cccc2Cl,CO,396.0,photoswitch
c1cc(ccc1N(CC)CC)N=Nc2ccc([N+](=O)[O-])cc2,CCO,489.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2)N(CCO)CCO)NC(=O)C,CCO,417.0,photoswitch
CC(C)OCCCN1C(=O)C(=C(C)C(N=Nc2cccc(C)c2C)=C1NCCCOC)C#N,CCO,400.0,photoswitch
c1cc(ccc1N=Nc2c(cc(OC)cc2)F)OC,CC#N,357.0,photoswitch
C1CN(CCN1c2c(ccc(NC(=O)CCl)c2)N=Nc3c(cc(NC(=O)CCl)cc3)N4CCN(CC4)C)C,O,437.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2)Br)N(C)C,CCO,419.0,photoswitch
c1cc(ccc1NC(C)=O)N=Nc2c(n[nH]c2C)C,CC#N,350.0,photoswitch
CN(C)c1ccc(c(c1)C)N=Nc2cccc(c2)C(=O)C,CCO,424.0,photoswitch
c1ccccc1N2C(=C(N=Nc3ccc(cc3)C4NC(=O)NC(C)=C4C(OCC)=O)C(C)=C(C#N)C2=O)O,CCO,443.0,photoswitch
c1cc(ccc1C(OC)=O)N=NC=2C(C)=C(C(N(CC)C=2NCCCOC)=O)C#N,CCO,439.0,photoswitch
c1(c(ccc(F)c1)N=Nc2c(noc2C)C)F,CC#N,324.0,photoswitch
Cc1noc(c1N=Nc2ccccc2OC)C,CC#N,311.0,photoswitch
c1(c(c(C)[nH]n1)N=Nc2cc(C)ccc2)C,CC#N,331.0,photoswitch
c1cc(ccc1C#N)N=Nc2ccc(NCCC#N)cc2C,CCO,428.0,photoswitch
c1c(F)c(c(cc1F)F)N=Nc2c(cc(cc2F)F)F,CC#N,309.0,photoswitch
FC(F)(F)c1ccc(cc1)N=Nc2sc(C)cc2,CC#N,375.0,photoswitch
FC(F)(F)c1ccc(c(N=Nc2ccc(cc2)N(C)C)c1)C(F)(F)F,CCO,450.0,photoswitch
c1cc(ccc1Br)N=Nc2cc3c4N(CC3)CCCc4c2,CCO,448.0,photoswitch
c1cc(ccc1N=Nc2cc(C#N)ccc2Cl)O,CCO,372.0,photoswitch
[N+](c1ccc(N=NC=2C(=C(C#N)C(N(CC)C=2NCCCOC)=O)C)cc1)(=O)[O-],CCO,460.0,photoswitch
C(C)N(CC)c1ccc(N=Nc2c(cc([N+](=O)[O-])c(C(=O)OC)c2)C(OC)=O)cc1,CCO,504.0,photoswitch
c1cc(ccc1N(CCC#N)CC)N=Nc2ccc(cc2)C#N,CO,433.0,photoswitch
c1ccccc1-c2c(sc(NCCBr)c2)N=Nc3c(cc(cc3)[N+]([O-])=O)C#N,CCO,564.0,photoswitch
c1cc(ccc1N=NC2=C(O)N(CCO)C(C(=C2C)C#N)=O)C3NC(=O)NC(C)=C3C(OCC)=O,CCO,440.0,photoswitch
c1cc(ccc1)-c2c(sc(N3CC3)c2C(OCC)=O)N=Nc4c(cc(cc4)C(C)=O),CCO,484.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2)O)N(C)C,CCO,435.0,photoswitch
c1cc(ccc1N=NC=2C(N(C)C(N(C)C=2N)=O)=O)[N+]([O-])=O,CCO,397.0,photoswitch
O=S(=O)(N)c1cc(C)cc(N=Nc2c(nc(nc2O)O)O)c1OC,CCO,408.0,photoswitch
c1cc(ccc1N=Nc2c(cc(cc2)N(CCC#N)CCO)C)C#N,CCO,437.0,photoswitch
C(C)N(CC)OOSc1ccc(OC)c(c1)N=Nc2c(cc(O)cc2)O,CCO,406.0,photoswitch
c1ccccc1N=Nc2ccc(s2)OC,CC#N,393.0,photoswitch
CC(C)(C)c1cc(c(O)c(N=Nc2scc(-c3ccc(cc3)[N+]([O-])=O)n2)c1)C(C)(C)C,CCO,466.0,photoswitch
c1(c2c(ccc1)cccn2)N=Nc3c4c(c(cc3)O)nccc4,CCO,410.0,photoswitch
c1cc(ccc1C(=O)C)N=Nc2ccc(cc2)N(C)C,CCO,447.0,photoswitch
c1cc(ccc1N=Nc2cc3c4N(CCc4c2)CCC3)C#N,CCO,487.0,photoswitch
c1ccccc1N=Nc2c(F)cccc2F,CC#N,309.0,photoswitch
O(C)CCCNc1nc(NCCCOC)c(C#N)c(C)c1N=Nc2ccccc2C(=O)OC,CCO,437.0,photoswitch
c1cc(ccc1[N+](=O)[O-])N=Nc2ccc(cc2)N(CC)CCO,CCO,481.0,photoswitch
c1cc(ccc1N=Nc2cc(C)ccc2)O,CCO,349.0,photoswitch
c1(c(ccc(F)c1)N=Nc2c(C)n[nH]c2C)F,CC#N,336.0,photoswitch
c1(c(N=Nc2cc(ccc2)Cl)c(C)on1)C,CC#N,315.0,photoswitch
c1ccccc1N=Nc2ccc(N(CC(CO)O)CC)cc2C,CO,420.0,photoswitch
c1cc(ccc1N(CC)CC)N=Nc2c(cc(C#N)cc2),CCO,466.0,photoswitch
c1cc(ccc1)N=Nc2c(C)n(C)c(c2C)C,CC#N,345.0,photoswitch
c1cc(ccc1N=Nc2c(C)c(C#N)c(nc2NCCCOC)NCCCOC)C(=O)OC,CCO,451.0,photoswitch
c1(c(F)c(c(c(F)c1F)F)N=Nc2ccc(cc2)N(C)C)F,CCO,439.0,photoswitch
c1cc(ccc1I)N=Nc2c(noc2C)C,CC#N,330.0,photoswitch
c1cc(ccc1)-c2c(N=Nc3c(cc([N+]([O-])=O)cc3[N+](=O)[O-]))sc(NCCBr)c2C(OCC)=O,CCO,538.0,photoswitch
C1CCN(C1)c2c(N=Nc3c(-c4ccccc4)n(nc3-c5ccccc5)C)cccc2,CS(=O)C,326.0,photoswitch
CC(C)(C)c1cc(c(O)c(C(C)(C)C)c1)N=Nc2cc(ccc2OC)C,CCO,392.0,photoswitch
O=S(=O)(CC(=O)Nc1ccc(cc1)N=Nc2ccc(cc2)NC(CS(=O)(=O)C)=O)C,O,366.0,photoswitch
Cc1noc(c1N=Nc2ccccc2[N+](=O)[O-])C,CC#N,318.0,photoswitch
c1cc(ccc1C)Nc2sc(nc2C(=O)OCC)N=Nc3nc(C(=O)OCC)cs3,CCO,561.0,photoswitch
c1cc(ccc1)N=Nc2ccc(cc2)O,CCO,348.0,photoswitch
c1cc(ccc1N=Nc2nccs2)OC,CC#N,384.0,photoswitch
c1cc(ccc1[N+](=O)[O-])N=Nc2ccc(cc2)N(CCO)CCO,CCO,481.0,photoswitch
c1(Cl)cc(cc(Cl)c1N=Nc2c(Cl)cccc2Cl)[N+](=O)[O-],CS(=O)C,310.0,photoswitch
c1(cc(N(CCO)CCC#N)ccc1N=Nc2cc(C)ccc2)C,CCO,402.0,photoswitch
C1CCCN1c2cc(NC(=O)CCl)ccc2N=Nc3c(cc(NC(=O)CCl)cc3)N4CCCC4,O,530.0,photoswitch
CN(C)CCCNc1c(C(=O)OCC)nc(N=Nc2nc(C(=O)OCC)c(NCCCN(C)C)s2)s1,CCO,583.0,photoswitch
FC(F)(F)c1ccc(cc1)N=Nc2c(cc(cc2)N(CCC#N)CCO)C,CCO,421.0,photoswitch
C(C)N(CC)c1ccc(cc1)N=Nc2ccccc2,CCO,415.0,photoswitch
c1cc(ccc1N=Nc2ccc(c3ncccc23)O)Cl,CCO,387.0,photoswitch
FC(F)(F)c1cc(cc(c1N=Nc2sc(NCCBr)cc2-c3ccccc3))[N+]([O-])=O,CCO,584.0,photoswitch
c1c(Cl)c(c(cc1)Cl)N=Nc2c(n[nH]c2C)C,CC#N,307.0,photoswitch
c1cc(ccc1N(C)C)N=Nc2c(cccc2)Cl,CCO,424.0,photoswitch
c1cc(ccc1N(C)C)N=Nc2ccccc2C#N,CCO,449.0,photoswitch
c1ccc(N)c2c(N)ccc(c12)N=Nc3ccc4c5c3cccc5C(=O)N(CCCCCCCCCC)C4=O,CCO,610.0,photoswitch
C1CN(CCC1)c2ccccc2N=Nc3cccn3C,CS(=O)C,377.0,photoswitch
Cc1cc(N=Nc2c3ccccc3ccc2O)c(cc1)OC,CCO,502.0,photoswitch
C1CN(CCO1)c2c(N=Nc3c(C)onc3C)cccc2,CS(=O)C,319.0,photoswitch
FC(F)(F)c1cc(Cl)c(c(Cl)c1)N=Nc2c(Cl)cccc2Cl,CS(=O)C,290.0,photoswitch
c1cc(ccc1)N=Nc2ccc(cc2)N(C)C,CCO,407.0,photoswitch
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)N=Nc2ccc(cc2)N(CC)CC,CCO,444.0,photoswitch
c1ccccc1N=Nc2cnccc2C,Cc1ccccc1,322.0,photoswitch
c1cc(ccc1)N=Nc2ccc(cc2)NC,CCO,402.0,photoswitch
c1cc(ccc1C#N)N=Nc2sc(C)cc2,CC#N,386.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2)NCCO)C#N,CCO,364.0,photoswitch
c1cc(ccc1)N=Nc2cnn(C)c2,CC#N,328.0,photoswitch
c1(c(N=Nc2cc(OC)ccc2)c(C)on1)C,CC#N,312.0,photoswitch
c1cc(ccc1O)N=Nc2ccc(C#N)cc2Cl,CCO,378.0,photoswitch
c1(Cl)cccc(Cl)c1N=Nc2c(Cl)cc(cc2Cl)OC,CS(=O)C,330.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2)N(C)C)C#N,CCO,451.0,photoswitch
CN(C)c1c(cncc1)N=Nc2ccccc2,Cc1ccccc1,313.0,photoswitch
c1cc(ccc1N(CCO)CCO)N=Nc2ccc(cc2)OC,CCO,408.0,photoswitch
c1cc(ccc1-n2nc(c(N=Nc3c(n(nc3C)-c4ccccc4)O)c2O)C)S(=O)(=O)O,CCO,440.0,photoswitch
c1ccccc1N=Nc2c(cc(cc2)OC)O,CCO,375.0,photoswitch
CC(C)OCCCN1C(=O)C(=C(C)C(N=Nc2ccc(cc2)[N+]([O-])=O)=C1NCCCOC)C#N,CCO,462.0,photoswitch
c1cc(ccc1-n2nc(c(N=Nc3c(C)nn(-c4cc(c(cc4))S(=O)(=O)O)c3O)c2O)C)S(=O)(=O)O,CCO,450.0,photoswitch
c1cc(N=Nc2c(cccc2)Br)c(cc1N(CCO)CCC#N)C,CCO,417.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2)C#N)N(CCO)CCO,CCO,452.0,photoswitch
FC(F)(F)c1c(N=Nc2c(c(c(NCCBr)s2)C(OCC)=O)-c3ccccc3)c(cc(c1)[N+]([O-])=O),CCO,526.0,photoswitch
CC(C)(C)c1cc(c(c(c1)N=Nc2scnn2)O)C(C)(C)C,CCO,460.0,photoswitch
FC(F)(F)c1ccc(cc1)N=Nc2cc3CCCN(CCC#N)c3cc2,CCO,428.0,photoswitch
Cc1noc(c1N=Nc2ccccc2N)C,CC#N,310.0,photoswitch
c1cc(ccc1N=Nc2cccc(OC)c2)N(C)C,CCO,412.0,photoswitch
c1cc(ccc1[N+](=O)[O-])N=Nc2ccc(cc2)N(CC)CCOC(=O)CCCl,CCO,468.0,photoswitch
Cc1noc(c1N=Nc2ccccc2O)C,CC#N,316.0,photoswitch
FC(F)(F)c1c(N=Nc2c(C)c(c(NCCOS(=O)(=O)C)s2)C#N)c(cc(c1)[N+]([O-])=O),CCO,602.0,photoswitch
CC(C)(C)OC(=O)NCCCNc1sc(nc1C(=O)OCC)N=Nc2nc(c(NCCCNC(=O)OC(C)(C)C)s2)C(=O)OCC,CCO,579.0,photoswitch
c1cc(ccc1N=Nc2ccc(cc2)OC)OC,CCO,354.0,photoswitch
